claim_id,claim_date,sale_id,repair_status
CLAIM08678,2024-06-16,SALE013924,Completed
CLAIM08679,2024-10-02,SALE001418,Completed
CLAIM08680,2025-06-08,SALE005568,Completed
CLAIM08681,2024-11-19,SALE007025,In Progress
CLAIM08682,2025-03-27,SALE016016,Pending Parts
CLAIM08683,2025-05-16,SALE019778,In Progress
CLAIM08684,2025-07-25,SALE005104,Pending Parts
CLAIM08685,2025-09-05,SALE003610,Pending Parts
CLAIM08686,2025-06-17,SALE009064,Completed
CLAIM08687,2024-01-27,SALE016066,Completed
CLAIM08688,2025-02-25,SALE008973,Completed
CLAIM08689,2024-06-28,SALE007793,Completed
CLAIM08690,2025-08-19,SALE001146,Completed
CLAIM08691,2023-12-30,SALE015113,Completed
CLAIM08692,2025-03-14,SALE001122,Completed
CLAIM08693,2024-05-17,SALE003785,Replaced
CLAIM08694,2024-04-25,SALE017233,Completed
CLAIM08695,2024-03-30,SALE011209,In Progress
CLAIM08696,2025-08-29,SALE009971,Completed
CLAIM08697,2024-10-14,SALE012448,Completed
CLAIM08698,2025-08-08,SALE005711,In Progress
CLAIM08699,2025-08-09,SALE010962,Completed
CLAIM08700,2025-08-16,SALE015100,Pending Parts
CLAIM08701,2024-07-16,SALE011156,In Progress
CLAIM08702,2025-06-15,SALE009577,Completed
CLAIM08703,2025-04-22,SALE001374,Completed
CLAIM08704,2025-07-27,SALE000925,In Progress
CLAIM08705,2025-08-01,SALE015666,In Progress
CLAIM08706,2024-08-18,SALE012248,Pending Parts
CLAIM08707,2023-12-06,SALE016776,Replaced
CLAIM08708,2025-03-08,SALE017039,In Progress
CLAIM08709,2024-09-29,SALE005420,In Progress
CLAIM08710,2024-08-22,SALE007098,Completed
CLAIM08711,2024-09-30,SALE018341,Completed
CLAIM08712,2025-09-04,SALE016494,Completed
CLAIM08713,2024-10-22,SALE003489,Pending Parts
CLAIM08714,2024-10-08,SALE010010,In Progress
CLAIM08715,2025-08-26,SALE018779,In Progress
CLAIM08716,2025-06-25,SALE015570,Replaced
CLAIM08717,2024-09-07,SALE003263,Pending Parts
CLAIM08718,2025-03-24,SALE016152,Completed
CLAIM08719,2025-08-02,SALE003312,Completed
CLAIM08720,2024-10-19,SALE002043,Completed
CLAIM08721,2024-07-30,SALE007053,Pending Parts
CLAIM08722,2024-03-16,SALE001351,Completed
CLAIM08723,2025-01-03,SALE012275,Completed
CLAIM08724,2025-09-05,SALE000004,Completed
CLAIM08725,2025-08-11,SALE010554,Completed
CLAIM08726,2025-08-05,SALE009822,In Progress
CLAIM08727,2025-04-11,SALE019991,In Progress
CLAIM08728,2024-01-02,SALE012820,Completed
CLAIM08729,2025-06-10,SALE009002,Completed
CLAIM08730,2024-08-30,SALE006893,In Progress
CLAIM08731,2025-06-15,SALE010829,Completed
CLAIM08732,2025-08-27,SALE008742,In Progress
CLAIM08733,2024-08-02,SALE010834,Completed
CLAIM08734,2025-04-28,SALE011312,In Progress
CLAIM08735,2024-11-12,SALE009149,Pending Parts
CLAIM08736,2024-12-25,SALE004805,Completed
CLAIM08737,2025-03-23,SALE002510,Completed
CLAIM08738,2025-03-18,SALE014357,Completed
CLAIM08739,2024-10-05,SALE007736,Completed
CLAIM08740,2024-12-24,SALE007888,Completed
CLAIM08741,2025-07-25,SALE005416,In Progress
CLAIM08742,2025-07-13,SALE001686,Completed
CLAIM08743,2024-05-19,SALE013842,In Progress
CLAIM08744,2025-08-15,SALE012339,In Progress
CLAIM08745,2024-04-05,SALE011516,Completed
CLAIM08746,2025-07-26,SALE016771,Pending Parts
CLAIM08747,2025-05-22,SALE018825,Completed
CLAIM08748,2025-03-03,SALE002241,In Progress
CLAIM08749,2025-02-15,SALE019161,Completed
CLAIM08750,2024-10-14,SALE015981,Completed
CLAIM08751,2024-09-01,SALE007203,Pending Parts
CLAIM08752,2025-08-05,SALE005796,Completed
CLAIM08753,2025-07-09,SALE000592,Completed
CLAIM08754,2025-07-07,SALE006289,In Progress
CLAIM08755,2025-04-21,SALE006153,In Progress
CLAIM08756,2024-03-17,SALE014642,Completed
CLAIM08757,2024-09-23,SALE009713,In Progress
CLAIM08758,2024-06-23,SALE014925,Completed
CLAIM08759,2024-02-08,SALE016691,In Progress
CLAIM08760,2025-07-17,SALE010513,Completed
CLAIM08761,2024-08-15,SALE013920,Pending Parts
CLAIM08762,2024-08-12,SALE008955,In Progress
CLAIM08763,2025-09-03,SALE018039,In Progress
CLAIM08764,2025-04-19,SALE011878,In Progress
CLAIM08765,2024-11-19,SALE008487,Completed
CLAIM08766,2025-08-29,SALE015413,Completed
CLAIM08767,2025-07-01,SALE009264,Completed
CLAIM08768,2025-07-27,SALE004511,In Progress
CLAIM08769,2024-07-23,SALE017619,Completed
CLAIM08770,2025-02-28,SALE018753,Completed
CLAIM08771,2025-06-13,SALE019507,In Progress
CLAIM08772,2024-07-18,SALE015350,Completed
CLAIM08773,2025-08-25,SALE009370,Completed
CLAIM08774,2023-12-06,SALE003877,Completed
CLAIM08775,2024-10-02,SALE013694,Completed
CLAIM08776,2025-08-05,SALE001628,Completed
CLAIM08777,2025-07-15,SALE001373,Completed
CLAIM08778,2025-08-19,SALE016789,Completed
CLAIM08779,2024-05-31,SALE005241,Completed
CLAIM08780,2025-04-06,SALE006251,Completed
CLAIM08781,2025-08-16,SALE011924,Completed
CLAIM08782,2024-09-12,SALE008879,Completed
CLAIM08783,2025-01-24,SALE013785,In Progress
CLAIM08784,2025-08-14,SALE017244,In Progress
CLAIM08785,2025-01-18,SALE000467,Pending Parts
CLAIM08786,2025-05-29,SALE016544,In Progress
CLAIM08787,2025-08-27,SALE006338,Pending Parts
CLAIM08788,2024-05-22,SALE002051,Replaced
CLAIM08789,2025-04-17,SALE001629,Replaced
CLAIM08790,2025-02-20,SALE008486,Completed
CLAIM08791,2025-06-18,SALE019322,Pending Parts
CLAIM08792,2024-06-06,SALE006442,Completed
CLAIM08793,2024-10-05,SALE010754,Completed
CLAIM08794,2025-05-30,SALE000161,Completed
CLAIM08795,2025-08-31,SALE004023,Completed
CLAIM08796,2024-12-19,SALE006699,Completed
CLAIM08797,2025-06-20,SALE004094,Completed
CLAIM08798,2025-03-06,SALE002782,Completed
CLAIM08799,2024-12-29,SALE003783,In Progress
CLAIM08800,2025-03-04,SALE015440,Completed
CLAIM08801,2025-09-02,SALE002006,Completed
CLAIM08802,2025-07-15,SALE009009,Replaced
CLAIM08803,2025-03-06,SALE015862,In Progress
CLAIM08804,2025-08-15,SALE019978,Completed
CLAIM08805,2024-01-30,SALE002370,Completed
CLAIM08806,2024-09-20,SALE009744,Completed
CLAIM08807,2025-06-04,SALE010800,Completed
CLAIM08808,2025-08-03,SALE017801,Completed
CLAIM08809,2024-08-20,SALE013997,Completed
CLAIM08810,2024-10-21,SALE012960,Completed
CLAIM08811,2025-08-04,SALE016474,Completed
CLAIM08812,2025-01-18,SALE001529,Completed
CLAIM08813,2025-08-02,SALE017808,Replaced
CLAIM08814,2025-03-03,SALE001014,Completed
CLAIM08815,2024-08-22,SALE012209,Pending Parts
CLAIM08816,2024-04-13,SALE003940,Completed
CLAIM08817,2025-01-15,SALE010161,Completed
CLAIM08818,2025-04-11,SALE008447,Completed
CLAIM08819,2024-04-05,SALE015134,In Progress
CLAIM08820,2025-08-04,SALE001287,Completed
CLAIM08821,2024-02-13,SALE012097,Completed
CLAIM08822,2025-05-10,SALE013607,Pending Parts
CLAIM08823,2024-08-25,SALE013712,Completed
CLAIM08824,2025-09-02,SALE008375,Replaced
CLAIM08825,2025-06-02,SALE004738,Completed
CLAIM08826,2024-09-10,SALE013590,Pending Parts
CLAIM08827,2024-09-01,SALE005265,Completed
CLAIM08828,2025-07-31,SALE004440,Completed
CLAIM08829,2024-09-23,SALE015809,Completed
CLAIM08830,2025-01-16,SALE018894,Completed
CLAIM08831,2025-06-06,SALE013024,Replaced
CLAIM08832,2025-09-05,SALE018309,Completed
CLAIM08833,2025-03-07,SALE007606,In Progress
CLAIM08834,2025-05-11,SALE012045,Completed
CLAIM08835,2025-08-06,SALE004789,Replaced
CLAIM08836,2025-08-14,SALE017746,In Progress
CLAIM08837,2025-09-05,SALE011067,In Progress
CLAIM08838,2025-08-30,SALE007385,Pending Parts
CLAIM08839,2024-04-04,SALE019787,Completed
CLAIM08840,2025-09-03,SALE007683,Completed
CLAIM08841,2025-03-07,SALE014620,Completed
CLAIM08842,2024-09-26,SALE001985,Completed
CLAIM08843,2025-06-20,SALE010621,In Progress
CLAIM08844,2024-03-25,SALE016586,Pending Parts
CLAIM08845,2025-04-24,SALE006884,Replaced
CLAIM08846,2024-04-29,SALE005675,In Progress
CLAIM08847,2025-04-29,SALE011887,Pending Parts
CLAIM08848,2025-05-01,SALE008216,Completed
CLAIM08849,2025-01-29,SALE003441,Pending Parts
CLAIM08850,2024-08-03,SALE001591,Completed
CLAIM08851,2025-08-13,SALE013875,Pending Parts
CLAIM08852,2024-11-17,SALE018756,Pending Parts
CLAIM08853,2025-07-11,SALE003288,Pending Parts
CLAIM08854,2024-06-09,SALE002868,Completed
CLAIM08855,2025-07-22,SALE006012,Completed
CLAIM08856,2024-10-19,SALE003633,Pending Parts
CLAIM08857,2025-08-17,SALE003969,Completed
CLAIM08858,2025-06-19,SALE007104,Completed
CLAIM08859,2025-05-17,SALE003226,Completed
CLAIM08860,2024-09-02,SALE000652,Pending Parts
CLAIM08861,2025-07-02,SALE014959,Completed
CLAIM08862,2024-08-16,SALE015216,Pending Parts
CLAIM08863,2025-03-10,SALE017515,Replaced
CLAIM08864,2024-02-19,SALE018641,Completed
CLAIM08865,2024-06-09,SALE008285,In Progress
CLAIM08866,2025-06-08,SALE019399,Completed
CLAIM08867,2025-09-05,SALE006617,In Progress
CLAIM08868,2025-06-08,SALE013397,Completed
CLAIM08869,2024-01-07,SALE007426,Pending Parts
CLAIM08870,2023-09-21,SALE018658,Pending Parts
CLAIM08871,2024-05-15,SALE014795,Replaced
CLAIM08872,2024-11-16,SALE005515,Completed
CLAIM08873,2025-04-06,SALE000381,Completed
CLAIM08874,2024-06-03,SALE007480,In Progress
CLAIM08875,2025-04-22,SALE006256,Completed
CLAIM08876,2025-06-25,SALE007008,In Progress
CLAIM08877,2025-02-18,SALE006992,Completed
CLAIM08878,2024-03-14,SALE000731,Replaced
CLAIM08879,2024-05-04,SALE006334,Completed
CLAIM08880,2024-10-12,SALE013968,In Progress
CLAIM08881,2025-03-21,SALE016514,Pending Parts
CLAIM08882,2025-05-02,SALE011040,In Progress
CLAIM08883,2025-04-11,SALE005852,Replaced
CLAIM08884,2024-12-16,SALE017908,Completed
CLAIM08885,2025-06-28,SALE008448,Pending Parts
CLAIM08886,2025-02-26,SALE019782,In Progress
CLAIM08887,2025-01-19,SALE002425,In Progress
CLAIM08888,2024-11-22,SALE006989,In Progress
CLAIM08889,2025-09-03,SALE001342,In Progress
CLAIM08890,2024-10-08,SALE016745,Completed
CLAIM08891,2024-09-20,SALE006896,Pending Parts
CLAIM08892,2025-03-26,SALE008404,Completed
CLAIM08893,2024-08-14,SALE016719,Completed
CLAIM08894,2025-08-14,SALE018765,Pending Parts
CLAIM08895,2025-02-03,SALE006103,Pending Parts
CLAIM08896,2024-06-15,SALE005672,Completed
CLAIM08897,2025-05-12,SALE003428,Completed
CLAIM08898,2025-07-27,SALE002228,Completed
CLAIM08899,2025-09-02,SALE006316,In Progress
CLAIM08900,2024-10-31,SALE011680,Completed
CLAIM08901,2025-07-09,SALE008134,Pending Parts
CLAIM08902,2024-09-22,SALE004443,Completed
CLAIM08903,2025-08-16,SALE001758,In Progress
CLAIM08904,2025-03-27,SALE010626,Completed
CLAIM08905,2024-12-02,SALE014706,Completed
CLAIM08906,2025-08-06,SALE001051,Completed
CLAIM08907,2024-12-17,SALE002960,Completed
CLAIM08908,2024-07-28,SALE011019,Completed
CLAIM08909,2025-09-04,SALE004457,Completed
CLAIM08910,2024-10-09,SALE018548,Completed
CLAIM08911,2025-08-16,SALE018145,Completed
CLAIM08912,2025-06-08,SALE004260,Pending Parts
CLAIM08913,2025-06-02,SALE012465,Completed
CLAIM08914,2025-07-30,SALE009320,Completed
CLAIM08915,2025-08-11,SALE007143,Replaced
CLAIM08916,2025-07-16,SALE008527,Pending Parts
CLAIM08917,2025-08-29,SALE013734,Completed
CLAIM08918,2025-07-17,SALE015977,Completed
CLAIM08919,2024-04-30,SALE014908,In Progress
CLAIM08920,2025-06-29,SALE018612,In Progress
CLAIM08921,2025-02-04,SALE012989,In Progress
CLAIM08922,2025-08-18,SALE006354,Completed
CLAIM08923,2025-06-04,SALE000821,In Progress
CLAIM08924,2025-04-03,SALE018898,Pending Parts
CLAIM08925,2024-06-08,SALE000088,Completed
CLAIM08926,2025-03-05,SALE016605,Pending Parts
CLAIM08927,2025-03-22,SALE009047,Completed
CLAIM08928,2024-05-17,SALE014024,Completed
CLAIM08929,2025-02-04,SALE016731,Pending Parts
CLAIM08930,2024-01-11,SALE000127,Pending Parts
CLAIM08931,2025-01-06,SALE015747,Pending Parts
CLAIM08932,2025-07-29,SALE008000,Pending Parts
CLAIM08933,2025-03-28,SALE001732,Replaced
CLAIM08934,2025-06-11,SALE006349,Pending Parts
CLAIM08935,2025-06-11,SALE010358,Pending Parts
CLAIM08936,2024-07-30,SALE016134,Completed
CLAIM08937,2025-03-19,SALE008703,Pending Parts
CLAIM08938,2025-08-25,SALE015337,Completed
CLAIM08939,2025-08-15,SALE001995,Completed
CLAIM08940,2024-08-22,SALE009707,In Progress
CLAIM08941,2025-07-13,SALE016304,Completed
CLAIM08942,2024-08-08,SALE016320,Completed
CLAIM08943,2024-09-29,SALE016204,Completed
CLAIM08944,2025-02-02,SALE019106,In Progress
CLAIM08945,2025-07-19,SALE015867,Completed
CLAIM08946,2025-08-27,SALE014040,Completed
CLAIM08947,2025-06-04,SALE001331,In Progress
CLAIM08948,2025-08-12,SALE009280,Completed
CLAIM08949,2024-05-11,SALE001558,Completed
CLAIM08950,2024-11-14,SALE008290,In Progress
CLAIM08951,2025-01-26,SALE012854,Pending Parts
CLAIM08952,2024-09-08,SALE009433,Completed
CLAIM08953,2025-02-10,SALE014787,Replaced
CLAIM08954,2024-06-13,SALE009160,Replaced
CLAIM08955,2025-02-09,SALE013426,Completed
CLAIM08956,2024-09-25,SALE013392,Completed
CLAIM08957,2025-07-02,SALE011662,Completed
CLAIM08958,2023-11-10,SALE007830,Completed
CLAIM08959,2024-02-05,SALE009895,In Progress
CLAIM08960,2025-04-25,SALE016413,Pending Parts
CLAIM08961,2025-08-23,SALE014494,Completed
CLAIM08962,2025-08-15,SALE016274,In Progress
CLAIM08963,2024-08-14,SALE013614,Completed
CLAIM08964,2024-06-22,SALE012911,Completed
CLAIM08965,2024-11-27,SALE014794,Pending Parts
CLAIM08966,2025-04-04,SALE008598,Completed
CLAIM08967,2024-07-15,SALE016862,Completed
CLAIM08968,2024-07-22,SALE007625,Completed
CLAIM08969,2025-08-08,SALE015056,Replaced
CLAIM08970,2024-04-25,SALE007481,Completed
CLAIM08971,2023-11-30,SALE017015,Pending Parts
CLAIM08972,2025-08-14,SALE000131,Completed
CLAIM08973,2025-07-14,SALE013805,Completed
CLAIM08974,2025-08-15,SALE008380,Completed
CLAIM08975,2025-05-14,SALE000525,Completed
CLAIM08976,2025-03-19,SALE016602,Completed
CLAIM08977,2024-02-06,SALE019250,Completed
CLAIM08978,2025-04-05,SALE007202,Completed
CLAIM08979,2025-08-16,SALE015907,Completed
CLAIM08980,2025-05-12,SALE011213,Completed
CLAIM08981,2025-07-20,SALE016113,Completed
CLAIM08982,2024-07-24,SALE018453,Completed
CLAIM08983,2025-08-13,SALE014325,Completed
CLAIM08984,2025-01-24,SALE018499,Completed
CLAIM08985,2025-08-04,SALE009783,Completed
CLAIM08986,2025-01-12,SALE015493,Completed
CLAIM08987,2025-01-05,SALE005469,Completed
CLAIM08988,2025-03-11,SALE002109,Completed
CLAIM08989,2024-04-01,SALE008493,In Progress
CLAIM08990,2023-10-30,SALE016554,Pending Parts
CLAIM08991,2025-03-14,SALE003684,Completed
CLAIM08992,2024-01-08,SALE018870,Completed
CLAIM08993,2024-10-23,SALE008362,Completed
CLAIM08994,2025-04-04,SALE001759,Pending Parts
CLAIM08995,2024-05-16,SALE006615,Completed
CLAIM08996,2024-10-24,SALE007152,Completed
CLAIM08997,2024-05-03,SALE005522,Completed
CLAIM08998,2025-03-26,SALE001318,In Progress
CLAIM08999,2024-12-22,SALE012309,Pending Parts
CLAIM09000,2024-05-28,SALE008016,Completed
CLAIM09001,2025-03-18,SALE003292,In Progress
CLAIM09002,2024-10-08,SALE015921,Pending Parts
CLAIM09003,2024-10-27,SALE003379,In Progress
CLAIM09004,2025-05-02,SALE001368,Completed
CLAIM09005,2025-02-18,SALE018597,Completed
CLAIM09006,2025-08-29,SALE016390,Completed
CLAIM09007,2025-05-13,SALE019078,Completed
CLAIM09008,2025-08-21,SALE009329,In Progress
CLAIM09009,2024-04-02,SALE004031,Completed
CLAIM09010,2025-05-15,SALE001896,In Progress
CLAIM09011,2025-07-16,SALE003921,Completed
CLAIM09012,2025-05-27,SALE013344,Completed
CLAIM09013,2024-07-26,SALE014132,In Progress
CLAIM09014,2025-06-17,SALE008011,In Progress
CLAIM09015,2025-06-04,SALE016857,In Progress
CLAIM09016,2023-12-30,SALE002988,Pending Parts
CLAIM09017,2025-08-12,SALE005647,Completed
CLAIM09018,2025-08-31,SALE005615,Completed
CLAIM09019,2024-08-05,SALE010107,Completed
CLAIM09020,2024-03-05,SALE004048,Completed
CLAIM09021,2024-05-18,SALE015688,Completed
CLAIM09022,2025-05-08,SALE013598,Pending Parts
CLAIM09023,2025-04-28,SALE010801,Completed
CLAIM09024,2025-07-06,SALE006061,Completed
CLAIM09025,2024-08-25,SALE001026,In Progress
CLAIM09026,2024-11-18,SALE001521,Completed
CLAIM09027,2025-07-08,SALE008498,Completed
CLAIM09028,2024-07-03,SALE002090,Completed
CLAIM09029,2024-06-28,SALE013830,Completed
CLAIM09030,2024-09-30,SALE007165,Completed
CLAIM09031,2024-10-29,SALE006945,Completed
CLAIM09032,2024-07-17,SALE010258,Completed
CLAIM09033,2025-03-19,SALE018466,Replaced
CLAIM09034,2025-07-01,SALE001807,In Progress
CLAIM09035,2025-08-27,SALE006282,Pending Parts
CLAIM09036,2025-07-01,SALE003515,Completed
CLAIM09037,2024-07-22,SALE009768,Pending Parts
CLAIM09038,2024-01-29,SALE001798,In Progress
CLAIM09039,2025-06-01,SALE018992,Completed
CLAIM09040,2025-07-27,SALE019407,In Progress
CLAIM09041,2025-01-10,SALE007681,Completed
CLAIM09042,2024-10-11,SALE001567,In Progress
CLAIM09043,2025-07-24,SALE005403,Completed
CLAIM09044,2024-02-08,SALE011787,Completed
CLAIM09045,2025-09-05,SALE008763,Completed
CLAIM09046,2024-06-20,SALE015646,Pending Parts
CLAIM09047,2024-02-25,SALE006774,Completed
CLAIM09048,2024-08-06,SALE012853,Completed
CLAIM09049,2025-08-11,SALE008766,Completed
CLAIM09050,2024-03-28,SALE018744,Completed
CLAIM09051,2025-06-13,SALE018555,Completed
CLAIM09052,2025-06-16,SALE004708,Completed
CLAIM09053,2025-08-03,SALE001991,Completed
CLAIM09054,2025-03-21,SALE017090,Completed
CLAIM09055,2025-07-28,SALE016036,In Progress
CLAIM09056,2024-03-27,SALE000385,Completed
CLAIM09057,2025-03-30,SALE003078,Replaced
CLAIM09058,2024-03-14,SALE015064,Completed
CLAIM09059,2024-09-25,SALE004641,In Progress
CLAIM09060,2024-09-30,SALE006591,Completed
CLAIM09061,2025-07-02,SALE000203,Pending Parts
CLAIM09062,2024-05-20,SALE007757,Completed
CLAIM09063,2024-07-09,SALE005099,Completed
CLAIM09064,2024-11-01,SALE009712,Completed
CLAIM09065,2024-03-28,SALE006813,Pending Parts
CLAIM09066,2024-01-18,SALE015151,Pending Parts
CLAIM09067,2025-08-26,SALE008275,In Progress
CLAIM09068,2024-07-22,SALE012227,Pending Parts
CLAIM09069,2024-08-28,SALE018768,Completed
CLAIM09070,2025-07-10,SALE016431,Completed
CLAIM09071,2025-01-28,SALE014326,Completed
CLAIM09072,2025-09-05,SALE014745,Completed
CLAIM09073,2025-09-05,SALE013238,Completed
CLAIM09074,2025-05-11,SALE007011,Replaced
CLAIM09075,2025-07-14,SALE005166,Completed
CLAIM09076,2025-02-02,SALE004991,Completed
CLAIM09077,2025-07-31,SALE004145,Pending Parts
CLAIM09078,2024-05-22,SALE019018,Completed
CLAIM09079,2025-03-16,SALE002334,Completed
CLAIM09080,2025-09-05,SALE001883,In Progress
CLAIM09081,2024-09-07,SALE016503,In Progress
CLAIM09082,2024-09-04,SALE008003,Completed
CLAIM09083,2025-07-11,SALE003567,Completed
CLAIM09084,2025-05-08,SALE011600,Pending Parts
CLAIM09085,2025-09-05,SALE009138,Completed
CLAIM09086,2024-11-16,SALE016397,Completed
CLAIM09087,2024-02-05,SALE019586,In Progress
CLAIM09088,2025-03-13,SALE018436,Replaced
CLAIM09089,2024-03-18,SALE019074,In Progress
CLAIM09090,2023-11-11,SALE005406,Completed
CLAIM09091,2025-05-02,SALE005341,Completed
CLAIM09092,2025-06-20,SALE008358,Completed
CLAIM09093,2025-07-12,SALE012063,Pending Parts
CLAIM09094,2025-09-04,SALE008022,Completed
CLAIM09095,2024-11-23,SALE019328,Completed
CLAIM09096,2024-12-30,SALE004580,Completed
CLAIM09097,2025-06-11,SALE012177,Pending Parts
CLAIM09098,2025-01-04,SALE005757,Completed
CLAIM09099,2025-08-01,SALE000952,Completed
CLAIM09100,2024-03-06,SALE003571,In Progress
CLAIM09101,2025-02-02,SALE015071,In Progress
CLAIM09102,2025-02-16,SALE005578,Completed
CLAIM09103,2024-07-21,SALE001087,Completed
CLAIM09104,2024-12-07,SALE003408,Completed
CLAIM09105,2025-04-24,SALE019548,Completed
CLAIM09106,2025-03-24,SALE006214,Replaced
CLAIM09107,2024-08-24,SALE006119,Completed
CLAIM09108,2025-08-05,SALE000883,Completed
CLAIM09109,2024-07-14,SALE013259,Completed
CLAIM09110,2025-06-12,SALE010859,Completed
CLAIM09111,2025-03-25,SALE010936,Pending Parts
CLAIM09112,2024-05-11,SALE015852,Completed
CLAIM09113,2024-07-12,SALE014345,Completed
CLAIM09114,2025-06-15,SALE013998,Completed
CLAIM09115,2025-03-18,SALE009219,In Progress
CLAIM09116,2024-04-26,SALE007026,Completed
CLAIM09117,2025-04-16,SALE017017,Completed
CLAIM09118,2024-11-25,SALE008938,Completed
CLAIM09119,2025-02-21,SALE008035,Pending Parts
CLAIM09120,2025-08-16,SALE004367,In Progress
CLAIM09121,2024-08-16,SALE004804,In Progress
CLAIM09122,2024-10-20,SALE007854,Completed
CLAIM09123,2024-08-06,SALE017561,Pending Parts
CLAIM09124,2024-12-20,SALE016635,Completed
CLAIM09125,2025-08-09,SALE017549,Completed
CLAIM09126,2025-04-03,SALE017635,Completed
CLAIM09127,2025-03-05,SALE019032,Completed
CLAIM09128,2025-04-27,SALE002709,Completed
CLAIM09129,2024-07-31,SALE005562,Completed
CLAIM09130,2024-05-13,SALE003906,In Progress
CLAIM09131,2024-10-14,SALE010506,In Progress
CLAIM09132,2025-08-22,SALE010974,In Progress
CLAIM09133,2025-08-14,SALE015246,Completed
CLAIM09134,2025-06-22,SALE004079,Completed
CLAIM09135,2024-05-15,SALE013918,Completed
CLAIM09136,2025-07-11,SALE014418,In Progress
CLAIM09137,2024-05-28,SALE013113,Completed
CLAIM09138,2024-07-04,SALE019081,Completed
CLAIM09139,2024-05-23,SALE016162,In Progress
CLAIM09140,2025-03-15,SALE007516,Replaced
CLAIM09141,2025-04-22,SALE012407,Completed
CLAIM09142,2024-10-25,SALE010009,Completed
CLAIM09143,2025-03-03,SALE010171,Completed
CLAIM09144,2025-09-03,SALE011400,Completed
CLAIM09145,2025-06-20,SALE018792,Completed
CLAIM09146,2025-05-04,SALE019990,Completed
CLAIM09147,2025-05-23,SALE006008,In Progress
CLAIM09148,2023-11-10,SALE006911,Completed
CLAIM09149,2025-04-07,SALE002573,Pending Parts
CLAIM09150,2024-09-14,SALE000699,Replaced
CLAIM09151,2024-05-10,SALE011030,In Progress
CLAIM09152,2024-07-08,SALE014611,Completed
CLAIM09153,2024-09-16,SALE010351,Completed
CLAIM09154,2025-01-04,SALE014120,Completed
CLAIM09155,2025-02-18,SALE003872,Completed
CLAIM09156,2025-05-20,SALE013919,Completed
CLAIM09157,2024-11-02,SALE017587,In Progress
CLAIM09158,2024-03-23,SALE018630,Completed
CLAIM09159,2025-03-09,SALE006159,In Progress
CLAIM09160,2025-08-04,SALE016008,Completed
CLAIM09161,2025-06-05,SALE007979,Completed
CLAIM09162,2024-11-07,SALE014744,Completed
CLAIM09163,2025-06-04,SALE004194,In Progress
CLAIM09164,2025-05-29,SALE005102,Completed
CLAIM09165,2025-05-27,SALE001556,In Progress
CLAIM09166,2025-05-29,SALE015893,Completed
CLAIM09167,2024-01-07,SALE009154,In Progress
CLAIM09168,2025-02-04,SALE014351,Completed
CLAIM09169,2024-10-30,SALE003326,Pending Parts
CLAIM09170,2025-08-13,SALE009592,In Progress
CLAIM09171,2025-08-23,SALE015153,Completed
CLAIM09172,2025-07-16,SALE012585,Completed
CLAIM09173,2024-05-21,SALE001835,Completed
CLAIM09174,2025-08-26,SALE008516,In Progress
CLAIM09175,2024-07-01,SALE003048,Completed
CLAIM09176,2024-01-05,SALE015088,Completed
CLAIM09177,2024-09-20,SALE000201,Completed
CLAIM09178,2024-11-10,SALE019177,Pending Parts
CLAIM09179,2024-09-18,SALE004512,Pending Parts
CLAIM09180,2024-11-09,SALE000577,Replaced
CLAIM09181,2025-03-25,SALE010196,Completed
CLAIM09182,2025-04-10,SALE011206,Completed
CLAIM09183,2025-04-11,SALE012204,Pending Parts
CLAIM09184,2024-03-30,SALE016245,Pending Parts
CLAIM09185,2025-08-12,SALE003002,Completed
CLAIM09186,2024-06-12,SALE017987,Completed
CLAIM09187,2023-12-24,SALE001858,In Progress
CLAIM09188,2025-05-06,SALE018063,In Progress
CLAIM09189,2025-08-20,SALE018332,In Progress
CLAIM09190,2024-01-10,SALE015129,In Progress
CLAIM09191,2025-03-30,SALE017054,Pending Parts
CLAIM09192,2024-06-17,SALE015662,In Progress
CLAIM09193,2025-04-07,SALE001307,Completed
CLAIM09194,2025-08-05,SALE012964,Completed
CLAIM09195,2025-08-01,SALE007163,In Progress
CLAIM09196,2025-01-18,SALE006511,Completed
CLAIM09197,2025-07-10,SALE006465,Completed
CLAIM09198,2024-11-27,SALE004612,Completed
CLAIM09199,2024-07-07,SALE007137,In Progress
CLAIM09200,2024-05-07,SALE005893,Completed
CLAIM09201,2024-11-17,SALE018769,In Progress
CLAIM09202,2024-11-01,SALE008218,Completed
CLAIM09203,2025-07-26,SALE016118,Pending Parts
CLAIM09204,2025-08-08,SALE013560,Pending Parts
CLAIM09205,2024-06-15,SALE012687,Pending Parts
CLAIM09206,2025-08-30,SALE013419,Completed
CLAIM09207,2024-09-11,SALE018032,In Progress
CLAIM09208,2025-08-29,SALE012043,Completed
CLAIM09209,2024-03-25,SALE017063,Pending Parts
CLAIM09210,2025-07-29,SALE007652,Completed
CLAIM09211,2025-07-31,SALE008618,In Progress
CLAIM09212,2023-10-30,SALE008997,Completed
CLAIM09213,2024-11-08,SALE008389,Completed
CLAIM09214,2025-09-05,SALE015425,In Progress
CLAIM09215,2025-09-01,SALE016427,In Progress
CLAIM09216,2024-05-07,SALE008202,Pending Parts
CLAIM09217,2024-10-10,SALE010252,Completed
CLAIM09218,2025-05-23,SALE017751,Completed
CLAIM09219,2025-07-01,SALE010146,Completed
CLAIM09220,2025-05-25,SALE005825,Completed
